Collocation	Score (raw_freq)
('sich', 'zu')	0.0007792080952714595
('dem', 'und')	0.0007749617296296533
('vor', 'dem')	0.0007749617296296533
('in', 'es')	0.0007728385468087501
('sich', 'an')	0.0007707153639878469
('in', 'das')	0.0007685921811669438
('sagt', 'die')	0.0007685921811669438
('so', 'die')	0.0007685921811669438
('das', 'zu')	0.0007643458155251374
('auf', 'und')	0.0007622226327042343
('die', 'nach')	0.0007622226327042343
('von', 'oder')	0.0007622226327042343
('von', 'gegen')	0.0007558530842415248
('und', 'wie')	0.0007537299014206216
('das', 'das')	0.0007494835357788153
('in', 'mit')	0.0007473603529579121
('oder', 'die')	0.0007473603529579121
('wenn', 'die')	0.000745237170137009
('an', 'und')	0.0007431139873161058
('gegen', 'an')	0.0007431139873161058
('im', 'mit')	0.0007431139873161058
('und', 'an')	0.0007388676216742995
('mit', 'die')	0.0007346212560324931
('in', 'eine')	0.00073249807321159
('dass', 'das')	0.0007303748903906869
('immer', 'wieder')	0.0007218821591070743
('und', 'dass')	0.0007218821591070743
('vor', 'der')	0.0007155126106443648
('dem', 'die')	0.0007112662450025584
('der', 'sei')	0.0007091430621816553
('unter', 'anderem')	0.0007091430621816553
('ein', 'die')	0.0007048966965398489
('im', 'in')	0.0007048966965398489
('sich', 'und')	0.0007027735137189458
('er', 'sich')	0.0006985271480771395
('und', 'bei')	0.0006964039652562363
('des', 'in')	0.00069215759961443
('zu', 'es')	0.0006900344167935268
('für', 'eine')	0.0006836648683308174
('sich', 'um')	0.0006836648683308174
('ein', 'das')	0.0006815416855099142
('als', 'und')	0.0006794185026890111
('das', 'auch')	0.0006794185026890111
('eine', 'für')	0.0006772953198681079
('es', 'eine')	0.0006666794057635921
('sich', 'der')	0.0006666794057635921
('wie', 'es')	0.0006666794057635921
('einer', 'der')	0.0006645562229426889
('um', 'zu')	0.0006624330401217858
('den', 'von')	0.0006581866744799794
('auf', 'das')	0.0006475707603754636
('der', 'wurde')	0.0006475707603754636
('sich', 'mit')	0.0006475707603754636
('zu', 'einem')	0.0006475707603754636
('sagte', 'die')	0.0006454475775545604
('zu', 'einer')	0.0006454475775545604
('der', 'oder')	0.0006412012119127542
('der', 'nach')	0.0006369548462709479
('des', 'der')	0.0006369548462709479
('von', 'einem')	0.0006348316634500447
('auch', 'der')	0.0006305852978082384
('auch', 'das')	0.0006263389321664321
('die', 'oder')	0.0006242157493455289
('der', 'als')	0.0006220925665246257
('im', 'von')	0.0006220925665246257
('von', 'im')	0.0006178462008828194
('dem', 'in')	0.0006157230180619162
('ein', 'für')	0.0006135998352410131
('ein', 'von')	0.0006135998352410131
('mit', 'in')	0.0006135998352410131
('der', 'den')	0.0006114766524201099
('einer', 'die')	0.0006093534695992068
('er', 'die')	0.0006093534695992068
('der', 'vor')	0.0006051071039574004
('einen', 'der')	0.0006051071039574004
('es', 'um')	0.0006029839211364973
('in', 'zu')	0.0006029839211364973
('und', 'des')	0.0006029839211364973
('auch', 'für')	0.0006008607383155941
('die', 'um')	0.0006008607383155941
('sagte', 'der')	0.0006008607383155941
('eine', 'zu')	0.000598737555494691
('der', 'wird')	0.0005923680070319815
('dass', 'er')	0.000585998458569272
('der', 'aus')	0.0005817520929274657
('zu', 'dass')	0.0005796289101065626
('der', 'um')	0.0005753825444647562
('die', 'über')	0.0005753825444647562
('im', 'des')	0.0005711361788229499
('im', 'zu')	0.0005711361788229499
('wird', 'die')	0.0005711361788229499
('es', 'dass')	0.0005668898131811436
('das', 'mit')	0.0005647666303602404
('für', 'in')	0.0005647666303602404
('von', 'auf')	0.0005647666303602404
('von', 'einer')	0.0005647666303602404
('sei', 'die')	0.0005583970818975309
('das', 'ein')	0.0005541507162557247
('der', 'war')	0.0005520275334348215
('die', 'so')	0.0005520275334348215
('zur', 'und')	0.0005520275334348215
('am', 'die')	0.0005499043506139184
('der', 'er')	0.000545657984972112
('und', 'vor')	0.0005435348021512089
('für', 'von')	0.0005414116193303057
('in', 'denen')	0.0005414116193303057
('auf', 'eine')	0.0005392884365094025
('das', 'hat')	0.0005392884365094025
('gegen', 'den')	0.0005392884365094025
('die', 'wie')	0.0005371652536884994
('und', 'als')	0.0005371652536884994
('die', 'sei')	0.0005350420708675962
('die', 'zur')	0.0005350420708675962
('es', 'ein')	0.000532918888046693
('bei', 'und')	0.0005265493395839835
('sich', 'auf')	0.0005265493395839835
('es', 'im')	0.0005244261567630804
('als', 'der')	0.0005223029739421772
('einem', 'der')	0.0005223029739421772
('in', 'im')	0.0005223029739421772
('als', 'in')	0.0005201797911212741
('die', 'beiden')	0.0005201797911212741
('sich', 'das')	0.0005201797911212741
('aus', 'und')	0.0005180566083003709
('das', 'im')	0.0005159334254794677
('die', 'noch')	0.0005159334254794677
('wie', 'das')	0.0005159334254794677
('einem', 'in')	0.0005138102426585646
('und', 'aus')	0.0005138102426585646
('wenn', 'es')	0.0005138102426585646
('es', 'und')	0.0005095638770167582
('und', 'so')	0.0005074406941958552
('als', 'im')	0.000505317511374952
('auch', 'und')	0.000505317511374952
('das', 'sich')	0.000505317511374952
('dass', 'in')	0.0005031943285540488
('die', 'nur')	0.0005010711457331457
('im', 'es')	0.0005010711457331457
('und', 'gegen')	0.0005010711457331457
('unter', 'der')	0.0004989479629122425
('einer', 'in')	0.0004968247800913393
('sei', 'es')	0.0004947015972704362
('und', 'hat')	0.0004904552316286299
('bis', 'zu')	0.0004883320488077267
('den', 'des')	0.0004883320488077267
('heißt', 'es')	0.0004883320488077267
('den', 'vergangenen')	0.0004819625003450172
('das', 'des')	0.00047983931752411407
('seit', 'jahren')	0.00047771613470321087
('auch', 'eine')	0.0004755929518823077
('gegen', 'in')	0.0004755929518823077
('im', 'das')	0.0004755929518823077
('man', 'sich')	0.0004734697690614046
('oder', 'in')	0.0004713465862405014
('auch', 'im')	0.0004671002205986951
('ein', 'mit')	0.00046497703777779195
('das', 'eine')	0.00046285385495688875
('es', 'für')	0.00046285385495688875
('mit', 'zu')	0.00046285385495688875
('zu', 'auch')	0.00046285385495688875
('wie', 'und')	0.0004607306721359856
('die', 'durch')	0.00045860748931508247
('bei', 'einem')	0.00045648430649417927
('bis', 'uhr')	0.000452237940852373
('die', 'einen')	0.000452237940852373
('nur', 'die')	0.000452237940852373
('der', 'so')	0.00045011475803146984
('sich', 'auch')	0.00045011475803146984
('um', 'das')	0.00045011475803146984
('und', 'dann')	0.00045011475803146984
('einer', 'von')	0.00044799157521056664
('und', 'dem')	0.00044799157521056664
('von', 'das')	0.00044799157521056664
('hat', 'das')	0.0004458683923896635
('ihre', 'und')	0.0004458683923896635
('den', 'es')	0.00044374520956876035
('eine', 'mit')	0.00044374520956876035
('ein', 'zu')	0.00044162202674785715
('sondern', 'auch')	0.00044162202674785715
('das', 'sei')	0.000439498843926954
('in', 'auf')	0.000439498843926954
('um', 'und')	0.000439498843926954
('die', 'wird')	0.00043737566110605086
('er', 'in')	0.00043737566110605086
('und', 'um')	0.00043737566110605086
('und', 'er')	0.0004352524782851477
('diesem', 'jahr')	0.0004331292954642445
('jahr', 'in')	0.0004331292954642445
('einem', 'und')	0.0004310061126433414
('sich', 'im')	0.0004310061126433414
('der', 'wie')	0.00042888292982243823
('des', 'für')	0.00042888292982243823
('zur', 'von')	0.00042888292982243823
('die', 'unter')	0.00042675974700153504
('in', 'dieser')	0.00042675974700153504
('von', 'von')	0.00042675974700153504
('den', 'mit')	0.0004246365641806319
('über', 'das')	0.0004246365641806319
('auch', 'wenn')	0.00042251338135972875
('die', 'zum')	0.00042251338135972875
('und', 'nach')	0.00042251338135972875
('es', 'der')	0.0004203901985388256
('und', 'am')	0.0004203901985388256
('der', 'unter')	0.0004182670157179224
('auch', 'von')	0.00041614383289701926
('sagt', 'der')	0.00041614383289701926
('war', 'die')	0.00041614383289701926
('das', 'es')	0.0004140206500761161
('die', 'ihre')	0.0004118974672552129
('es', 'das')	0.0004118974672552129
('rund', 'um')	0.0004118974672552129
('dass', 'und')	0.0004097742844343098
('an', 'das')	0.00040765110161340663
('den', 'im')	0.00040765110161340663
('sich', 'selbst')	0.00040765110161340663
('unter', 'dem')	0.00040765110161340663
('der', 'zum')	0.0004055279187925035
('der', 'zur')	0.0004055279187925035
('er', 'und')	0.0004055279187925035
('immer', 'noch')	0.0004055279187925035
('oder', 'der')	0.0004034047359716003
('so', 'dass')	0.0004034047359716003
('wie', 'der')	0.0004034047359716003
('das', 'auf')	0.000399158370329794
('den', 'für')	0.000399158370329794
('für', 'ein')	0.000399158370329794
('sich', 'für')	0.0003970351875088908
('zu', 'zu')	0.0003970351875088908
('es', 'noch')	0.00039491200468798766
('vor', 'die')	0.00039491200468798766
('zu', 'wie')	0.00039491200468798766
('die', 'war')	0.0003927888218670845
('eine', 'des')	0.00039066563904618137
('im', 'zum')	0.00039066563904618137
('vor', 'und')	0.00039066563904618137
('zur', 'der')	0.00039066563904618137
('und', 'einen')	0.00038854245622527817
('einer', 'und')	0.00038641927340437503
('nach', 'einer')	0.00038641927340437503
('wenn', 'man')	0.00038641927340437503
('nach', 'einem')	0.0003842960905834719
('aus', 'die')	0.0003821729077625687
('bei', 'die')	0.0003821729077625687
('es', 'sei')	0.0003821729077625687
('sich', 'von')	0.0003821729077625687
('weil', 'die')	0.0003821729077625687
('noch', 'die')	0.00038004972494166554
('so', 'wie')	0.00038004972494166554
('wie', 'in')	0.00038004972494166554
('zu', 'oder')	0.00038004972494166554
('bei', 'dem')	0.0003779265421207624
('die', 'seit')	0.0003779265421207624
('jahr', 'die')	0.0003779265421207624
('zu', 'sagt')	0.00037368017647895606
('auch', 'bei')	0.0003715569936580529
('dem', 'zu')	0.0003715569936580529
('im', 'im')	0.0003715569936580529
('um', 'den')	0.00036943381083714977
('von', 'es')	0.00036943381083714977
('zu', 'dem')	0.00036943381083714977
('über', 'den')	0.00036943381083714977
('das', 'dass')	0.00036731062801624657
('dem', 'von')	0.00036731062801624657
('sich', 'bei')	0.00036731062801624657
('als', 'das')	0.0003651874451953434
('der', 'noch')	0.0003651874451953434
('auf', 'ein')	0.00036094107955353714
('aus', 'den')	0.00036094107955353714
('bei', 'einer')	0.00036094107955353714
('der', 'über')	0.00036094107955353714
('gegen', 'das')	0.00036094107955353714
('hat', 'in')	0.00036094107955353714
('als', 'auch')	0.00035881789673263394
('auch', 'ein')	0.00035881789673263394
('die', 'einer')	0.00035881789673263394
('mit', 'auf')	0.00035881789673263394
('auch', 'mit')	0.0003566947139117308
('zu', 'im')	0.0003566947139117308
('der', 'einen')	0.00035457153109082765
('die', 'er')	0.00035457153109082765
('mehr', 'und')	0.00035457153109082765
('nach', 'des')	0.00035457153109082765
('von', 'mit')	0.00035457153109082765
('an', 'in')	0.00035244834826992445
('in', 'allen')	0.00035244834826992445
('zum', 'der')	0.0003503251654490213
('hat', 'der')	0.00034820198262811816
('in', 'hat')	0.00034820198262811816
('und', 'über')	0.00034820198262811816
('am', 'der')	0.000346078799807215
('mehr', 'in')	0.000346078799807215
('zu', 'er')	0.000346078799807215
('über', 'und')	0.000346078799807215
('auf', 'in')	0.0003439556169863118
('das', 'aus')	0.0003439556169863118
('in', 'oder')	0.0003439556169863118
('und', 'wenn')	0.0003439556169863118
('den', 'das')	0.0003418324341654087
('zu', 'sich')	0.0003418324341654087
('ein', 'im')	0.00033970925134450553
('er', 'hat')	0.00033970925134450553
('er', 'mit')	0.00033970925134450553
('nach', 'und')	0.00033970925134450553
('seit', 'der')	0.00033970925134450553
('in', 'vielen')	0.00033758606852360234
('der', 'seit')	0.0003354628857026992
('ein', 'auf')	0.0003354628857026992
('die', 'mehr')	0.00033333970288179605
('es', 'mehr')	0.00033333970288179605
('war', 'der')	0.00033333970288179605
('als', 'er')	0.0003312165200608929
('als', 'von')	0.0003290933372399897
('auch', 'dass')	0.0003290933372399897
('das', 'wird')	0.0003290933372399897
('das', 'war')	0.00032697015441908656
('die', 'eines')	0.00032697015441908656
('durch', 'den')	0.00032697015441908656
('einem', 'von')	0.00032697015441908656
('wird', 'in')	0.00032697015441908656
('als', 'für')	0.0003248469715981834
('auch', 'auf')	0.0003248469715981834
('es', 'nur')	0.0003248469715981834
('für', 'viele')	0.0003248469715981834
('und', 'wird')	0.0003248469715981834
('das', 'gegen')	0.0003227237887772802
('des', 'von')	0.0003227237887772802
('in', 'an')	0.0003227237887772802
('und', 'zum')	0.0003227237887772802
('am', 'mit')	0.0003206006059563771
('am', 'und')	0.0003206006059563771
('eine', 'an')	0.0003206006059563771
('von', 'an')	0.0003206006059563771
('des', 'im')	0.00031847742313547393
('und', 'mehr')	0.00031847742313547393
('und', 'sowie')	0.00031847742313547393
('zu', 'wenn')	0.00031847742313547393
('einen', 'und')	0.0003163542403145708
('in', 'als')	0.0003163542403145708
('oder', 'auch')	0.0003163542403145708
('zu', 'für')	0.0003163542403145708
('den', 'ein')	0.0003142310574936676
('es', 'bei')	0.0003142310574936676
('von', 'sich')	0.0003142310574936676
('zu', 'hat')	0.0003142310574936676
('zum', 'die')	0.0003142310574936676
('bis', 'zum')	0.00031210787467276445
('es', 'so')	0.00031210787467276445
('sei', 'der')	0.00031210787467276445
('wurde', 'die')	0.00031210787467276445
('den', 'auf')	0.0003099846918518613
('die', 'wenn')	0.0003099846918518613
('einen', 'zu')	0.0003099846918518613
('oder', 'zu')	0.0003099846918518613
('und', 'unter')	0.0003099846918518613
('wie', 'sich')	0.0003099846918518613
('hat', 'eine')	0.0003078615090309581
('in', 'für')	0.0003078615090309581
('wie', 'ein')	0.0003078615090309581
('die', 'sagt')	0.00030573832621005496
('eine', 'im')	0.00030573832621005496
('einem', 'die')	0.00030573832621005496
('hat', 'und')	0.00030573832621005496
('mehr', 'die')	0.00030573832621005496
('oder', 'das')	0.00030573832621005496
('so', 'der')	0.00030573832621005496
('so', 'es')	0.00030573832621005496
('viele', 'die')	0.00030573832621005496
('der', 'sagte')	0.0003036151433891518
('es', 'einen')	0.0003036151433891518
('um', 'eine')	0.0003036151433891518
('dass', 'man')	0.00030149196056824867
('die', 'dann')	0.00030149196056824867
('die', 'uhr')	0.00030149196056824867
('die', 'wurde')	0.00030149196056824867
('hat', 'es')	0.00030149196056824867
('noch', 'immer')	0.00030149196056824867
('oder', 'und')	0.00030149196056824867
('auch', 'an')	0.0002993687777473455
('dafür', 'dass')	0.0002993687777473455
('dem', 'das')	0.0002993687777473455
('der', 'mehr')	0.0002993687777473455
('im', 'auf')	0.0002993687777473455
('sei', 'ein')	0.0002993687777473455
('wird', 'das')	0.0002993687777473455
('wurde', 'in')	0.0002993687777473455
('zu', 'bei')	0.00029724559492644233
('aus', 'dass')	0.0002951224121055392
('um', 'ein')	0.0002951224121055392
('unter', 'den')	0.0002951224121055392
('während', 'des')	0.0002951224121055392
('der', 'zeit')	0.000292999229284636
('die', 'oft')	0.000292999229284636
('einen', 'in')	0.000292999229284636
('es', 'mit')	0.000292999229284636
('im', 'ein')	0.000292999229284636
('an', 'dem')	0.00029087604646373284
('das', 'nur')	0.00029087604646373284
('dem', 'des')	0.00029087604646373284
('einer', 'zu')	0.00029087604646373284
('in', 'sich')	0.00029087604646373284
('sei', 'das')	0.00029087604646373284
('viel', 'zu')	0.00029087604646373284
('wird', 'es')	0.00029087604646373284
('zu', 'so')	0.00029087604646373284
('das', 'an')	0.0002887528636428297
('der', 'nur')	0.0002887528636428297
('die', 'vom')	0.0002887528636428297
('ein', 'gegen')	0.0002887528636428297
('man', 'die')	0.0002887528636428297
('wie', 'vor')	0.0002887528636428297
('zu', 'mit')	0.0002887528636428297
('den', 'auch')	0.00028662968082192655
('der', 'durch')	0.00028662968082192655
('sagt', 'er')	0.00028662968082192655
('auf', 'einen')	0.00028450649800102336
('des', 'das')	0.00028450649800102336
('des', 'zu')	0.00028450649800102336
('in', 'auch')	0.00028450649800102336
('dann', 'die')	0.0002823833151801202
('das', 'so')	0.0002823833151801202
('dazu', 'dass')	0.0002823833151801202
('eine', 'bei')	0.0002823833151801202
('einen', 'von')	0.0002823833151801202
('es', 'war')	0.0002823833151801202
('und', 'bis')	0.0002823833151801202
('war', 'es')	0.0002823833151801202
('zu', 'von')	0.0002823833151801202
('dass', 'eine')	0.00028026013235921707
('und', 'sei')	0.00028026013235921707
('wird', 'der')	0.00028026013235921707
('alle', 'und')	0.00027813694953831387
('der', 'sagt')	0.00027813694953831387
('so', 'viele')	0.00027813694953831387
('viele', 'und')	0.00027813694953831387
('bei', 'uns')	0.0002760137667174107
('sei', 'in')	0.0002760137667174107
('sich', 'ein')	0.0002760137667174107
('wie', 'man')	0.0002760137667174107
('das', 'am')	0.0002738905838965076
('für', 'der')	0.0002738905838965076
('hat', 'er')	0.0002738905838965076
('in', 'am')	0.0002738905838965076
('wenn', 'sich')	0.0002738905838965076
('eine', 'oder')	0.00027176740107560444
('im', 'eine')	0.00027176740107560444
('sich', 'als')	0.00027176740107560444
('war', 'das')	0.00027176740107560444
('will', 'die')	0.00027176740107560444
('wurde', 'der')	0.00027176740107560444
('zu', 'wenig')	0.00027176740107560444
('auch', 'zu')	0.00026964421825470124
('dass', 'auch')	0.00026964421825470124
('durch', 'und')	0.00026964421825470124
('wenn', 'der')	0.00026964421825470124
('zur', 'die')	0.00026964421825470124
('eine', 'das')	0.0002675210354337981
('einer', 'des')	0.0002675210354337981
('und', 'durch')	0.0002675210354337981
('von', 'auch')	0.0002675210354337981
('das', 'als')	0.00026539785261289495
('das', 'was')	0.00026539785261289495
('ihre', 'in')	0.00026539785261289495
('im', 'für')	0.00026539785261289495
('sich', 'aus')	0.00026539785261289495
('dem', 'es')	0.00026327466979199175
('den', 'sich')	0.00026327466979199175
('für', 'einen')	0.00026327466979199175
('in', 'diesen')	0.00026327466979199175
('in', 'wie')	0.00026327466979199175
('nach', 'wie')	0.00026327466979199175
('nur', 'in')	0.00026327466979199175
('sich', 'dass')	0.00026327466979199175
('weil', 'er')	0.00026327466979199175
('zu', 'um')	0.00026327466979199175
('dass', 'ein')	0.0002611514869710886
('den', 'ersten')	0.0002611514869710886
('und', 'was')	0.0002611514869710886
('und', 'zur')	0.0002611514869710886
('wird', 'und')	0.0002611514869710886
('zu', 'als')	0.0002611514869710886
('ein', 'des')	0.00025902830415018547
('wie', 'eine')	0.00025902830415018547
('auf', 'zu')	0.0002569051213292823
('des', 'mit')	0.0002569051213292823
('immer', 'mehr')	0.0002569051213292823
('und', 'noch')	0.0002569051213292823
('am', 'tag')	0.0002547819385083791
('sich', 'gegen')	0.0002547819385083791
('den', 'jahren')	0.000252658755687476
('einen', 'die')	0.000252658755687476
('den', 'an')	0.00025053557286657284
('ein', 'es')	0.00025053557286657284
('vor', 'den')	0.00025053557286657284
('das', 'den')	0.00024841239004566964
('des', 'zur')	0.00024841239004566964
('die', 'wieder')	0.00024841239004566964
('mit', 'von')	0.00024841239004566964
('und', 'oder')	0.00024841239004566964
('zu', 'ein')	0.00024841239004566964
('dem', 'sich')	0.0002462892072247665
('den', 'gegen')	0.0002462892072247665
('denen', 'die')	0.0002462892072247665
('die', 'nun')	0.0002462892072247665
('für', 'alle')	0.0002462892072247665
('für', 'ihre')	0.0002462892072247665
('mit', 'im')	0.0002462892072247665
('nur', 'ein')	0.0002462892072247665
('so', 'das')	0.0002462892072247665
('um', 'sich')	0.0002462892072247665
('und', 'nur')	0.0002462892072247665
('von', 'aus')	0.0002462892072247665
('vor', 'in')	0.0002462892072247665
('was', 'die')	0.0002462892072247665
('zu', 'eine')	0.0002462892072247665
('zu', 'sagte')	0.0002462892072247665
('die', 'dazu')	0.00024416602440386335
('die', 'immer')	0.00024416602440386335
('in', 'um')	0.00024416602440386335
('nach', 'den')	0.00024416602440386335
('der', 'einer')	0.00024204284158296018
('des', 'es')	0.00024204284158296018
('noch', 'in')	0.00024204284158296018
('wenn', 'das')	0.00024204284158296018
('die', 'schon')	0.00023991965876205703
('für', 'es')	0.00023991965876205703
('ihre', 'zu')	0.00023991965876205703
('sei', 'dass')	0.00023991965876205703
('sei', 'eine')	0.00023991965876205703
('des', 'gegen')	0.00023779647594115386
('er', 'das')	0.00023779647594115386
('nach', 'die')	0.00023779647594115386
('um', 'auf')	0.00023779647594115386
('und', 'diese')	0.00023779647594115386
('als', 'ein')	0.0002356732931202507
('am', 'im')	0.0002356732931202507
('bei', 'in')	0.0002356732931202507
('das', 'noch')	0.0002356732931202507
('der', 'wenn')	0.0002356732931202507
('diese', 'die')	0.0002356732931202507
('eigenen', 'vier')	0.0002356732931202507
('es', 'den')	0.0002356732931202507
('jahr', 'es')	0.0002356732931202507
('jede', 'dritte')	0.0002356732931202507
('um', 'einen')	0.0002356732931202507
('von', 'dem')	0.0002356732931202507
('war', 'ein')	0.0002356732931202507
('zu', 'sei')	0.0002356732931202507
('an', 'einer')	0.00023355011029934755
('den', 'dass')	0.00023355011029934755
('tag', 'gegen')	0.00023355011029934755
('da', 'die')	0.00023142692747844438
('das', 'erste')	0.00023142692747844438
('die', 'zeit')	0.00023142692747844438
('gegen', 'zu')	0.00023142692747844438
('nach', 'von')	0.00023142692747844438
('nur', 'noch')	0.00023142692747844438
('sich', 'nach')	0.00023142692747844438
('von', 'für')	0.00023142692747844438
('weniger', 'als')	0.00023142692747844438
('wurde', 'von')	0.00023142692747844438
('eine', 'aus')	0.00022930374465754123
('jahren', 'in')	0.00022930374465754123
('vor', 'einer')	0.00022930374465754123
('zum', 'von')	0.00022930374465754123
('die', 'bereits')	0.00022718056183663806
